Open_Text,Perfect_Interview,Compensation_Expectation,Documentation,Inexperienced_Interviewers,Infrastructure,Insufficient_time,Interview_Content,Interview_Process_Drive,Interviewer_Professionalism,Job_Description,Lack_of_Knowledge,Lengthy_Process,Loop_Closure,Online__F2F,Openess_to_Multiple_approach,Problem_Statement,Role_Clarity,Selection_Information,Schedule_Adherance,Timely_Communication,Time_Slot_Flexibility,Recruiter_professionalism,Joining_Date_Flexibility,Application_Process,Sum
Not a great experience but wish the team good luck,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Notify the candidates about the outcomes and stop wasting the time of interviewee.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
Some questions are vague.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The salary fitment issue could have been identified before calling for multiple rounds,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"there are multiple solutions to problem set , expecting only one answer is not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"The time given for a couple of interviews should have been longer. Due to shortage of time, I had to rush through.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
There is sitting problem at branch level for candidate.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The problem given in Machine Coding round was good but threads as concept in machine coding is not that good especially with time constraints involved. The given problem would have worked great as a 'discussion'.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
i did not get any email/call from HR about my interview feedback,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
Regular updates to candidates during the course of the process was missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
"You can hire only those people who have link to higher management, I don’t want to leave the organisation but they force fully ask my resignation and also company defected my f&f which is wrong I am taking follow up with hr but no is there",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Overall waste of time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"They are good.

Problem is with your HR team. If you did want to make an offer, why the hell you collect payslips, joining letters and offer letters that too as urgent requirement where HR calls and says ""send it ASAP""

Also, the HR people confirm the interviews over the call but don't send the invite on time because of which I wasted my days not scheduling anything else, hoping that I'll get confirmation/invite from HR as it was discussed over the call.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"since I had working experience only with angukar, I couldn't give my best in javascript. Hence I did not communicate much with the interviewer. Nothing negative. All good.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Need to work a lot on process and train interviewers.,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Timeliness and in one case questions were perhaps not very relevant to selection eg school history.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"The technical / coding round duration was not sufficient to finish the task , length of the time period can be increased",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I only faced the problem with not being available on weekdays but somehow i managed it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Pls. Arrange for the interview again ...l missed due to various reasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Although the interview was on time and everything but there was alast moment change from telephonic to video call. That made me little nervous.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After interview I did not get any update from the recruiter on the hiring.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
After interview I didn't get any feedback.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
"Very professional, but I am disappointed with fact that am not communicated about my feedback.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
Manage your Saturday drives better. Had to wait for 3hours after my MC round for my 2nd round to start. Not a good experience.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
No update has been given regarding result declaration. Timeline for the same was also not informed.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
"First , the time given was not sufficient for the problem given.
Second, I asked for the specific feedback to the recruiter, which has not been given to me.",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
"If ‘role fit’ was a consideration basis which I was not selected, that could have been easily seen basis my profile and I should not have been selected after the telephonic round. Making me do 3 rounds and then saying that I do not have tech investment background felt wrong to me",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Please give feedback of what went wrong if the candidate wasnt selected.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Interview process is slow and lengthy.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Very unprofessional experience,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
One of the interviewers was looking for an exact match of the role & the industry and not the competencies. I feel this issue could have been resolved while shortlisting the CV.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Please give feedback of what went wrong.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Last one of the planned interview got postponed to a different day while i travelled to fk office for scheduled rounds. Feedback would be to respect the time of the interviewee. Also in one of the interviews, the interviewer kept going out of the room for some stuff which was irritating. One of the interviews was delayed by half an hour.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
Please also try to think about the way the candidate wants to solve the problem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The interviewers who were particularly taking machine coding or problem solving rounds are coming with a pre planned answer and not open to hear alternative approaches. One of the interviewer could not clarify the questions also.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I could feel the interviewers contention as if they are experts in the field and what they are hearing is something different.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"For case study based discussions, a written 1 page document can help the candidate understand the context, problem statement and questions better and also ensure that nothing is missed out in communication.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I really like the process. Though i wish i could complete the process on the same day itself.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Interviewer seemed to be very busy and not professional at all. Not fit to take interview of candidates like the way she did.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
There was no feedback from the interviewer or the recruiter even after 2 rounds of interview. They stopped responding to calls and did not provide any response. Highly unprofessional behaviour.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
There was no feedback from the interviewer or the recruiter even after 2 rounds of interview. They stopped responding to calls and did not provide any response. Highly unprofessional behaviour.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
I don't think there is any bad thing happened with me in interview the process was perfect,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Everybody was very courteous & kind.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Need to be time bounded,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Please inform candidates actively if the interview is being cancelled or process halted midway.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
The HR needs to be more available with the candidate during the various rounds and not leave the candidate all by themselves.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The process took 5 months to finish and I was given no updates in between by any person. Moreover no one answered my repeated calls for any update and lastly I was twice told that the position has been closed and later on after a month they again asked for another round stating that the position is still open. In short, the entire process was as bad as it could have been.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
Decrease the number of rounds and I was not given the understanding of the rounds. I thought all rounds were technical except the last HR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Please provide feedback irrespective of the candidate is proceeding to the next step or not. No communication is bad.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
"Machine coding round is too long, it gets tiring after that.
Online Coding test of 1-1.30 hour should be taken instead of that.",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Inform candidate selected or rejected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The slot can be bit longer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I would want to have the key improvements areas told back to me.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The interaction between those conducting interviews at Hyderabad and those at Mohali was time consuming and the wait for those candidates waiting till the end was taxing.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Never attended Interview. Irresponsible HR always rescheduled it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
"I didn't get any Feedback from the Interviewer. However, am not a superman to learn all the technologies in the world",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Need more clearlty on hiring process,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Working more on lld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No return CAB availability was ensured after the interview. It took additional 40 -45 minutes to arrange to one, could have costed me missing the return flight. Such things can be more streamlined for other interviewing candidates.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Please provide feedback sooner to the candidate even if you reject them,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
"A couple of things created a bit chaos. E.g. cab not coming to the hotel for pickup
One of the interviews getting cancelled twice",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"Well the interview was scheduled for full day and when the last interview was pending for the day , HR kept telling me that she will schedule the final interview later but never told me whether I was reject or hired. All communication was stopped and I felt this was quite rude. I may not fit the role, but I do expect a communication whether I am hired or not, it reflects the culture of the company. Please stop giving false hope when you try to hire someone at senior level and reject them after spending full day at office location. We are mature to accept rejections.

Thanks",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,5
A little bit warning about the traffic would be nice.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
No clear communication to candidates and no timelines for anything,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
One of them was not a very good listener. I wanted to arrive at solution in a more structured way but I felt the interviewer was making me hurry up. That's ironic because as per JD a structured approach would have been preferred.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
First round of machine coding should be improvised a lot.As a candidate i felt shortage of time as the designing problem that was given should have a time allocation of 2 hrs rather than 1.5 as the first half hour goes to understand and wrap the head around the problem. Another one hour goes for coding and last half hour should be given for making the code runnable. Second point is to give the candidates system and not let them use theirs as the problems asked are quite standard and there's a high chance the guy has already a solution on his system for it,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
The machine coding round. Trust me there is no clarity around it. And literally you guys are rejecting hell lot of people based on that. I repeat. You need to understand and think more if you really want to continue with this preliminary round.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Nothing. Everything is smooth. I faced difficulty due to irresponsible behaviour of recruiter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Please plan your interview process properly, I really annoying to sit 5-6 hrs and doing nothing just get checked your machine coding.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3
You cannot change the designation level midway through a process. Lack of fitment to a role does not mean that the candidate is not eligible for a level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Teach manners to the HR . If the candidate is told about the rejection the candidates won't keep anyone at gunpoint. The HR and the interviewers were hopeless in terms of basic manners. Happy to be rejected.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
"Must give a candidate clarity of the role and share the current working style of the company.

Without sharing the role and specification of what exactly a BD needs to accomplish, taking forward a vague discussion will not be fruitful.

Also the case study analysis is not in depth. Very vague and unclear. 
What exactly you need to achieve it ?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
It's good. Nothing much to change. Except the careers website which has some login issues if sign up from applicant's end instead of being signed in by company's end.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The HR committee review is something I didn't understand,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
"They did not gave any feedback. I mail them also, but i did not get any reply from them.. They are not reachable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The overall process is too time consuming and involves a lot of to and fro.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
In one of the discussion I felt the interviewer was not clear about his requirements and was expecting my answers to his questions to match his predefined expectation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be upfront ...to the candidate if he has given wrong answer..saying its seems good to me and not selecting will not help us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
It quite smooth. Can't thing of something wrong.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
It was good the only thing troubles was regular shifting of schedule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Everything is good ..i dont have any feedback,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Questions that are asked to a candidate - he should be told that his approach is correct or wrong. I was not selected because of my technical round did not go well as told by the recruiter, but I feel that I had answered satisfactorily in the technical round. So my doubt is if I had answered correctly or not.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nothing in particular. Only thing is I didn't get a call or any information if the process is still on or terminated.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
avoid candidate having to wait,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Announce the results to the candidate even if the result is negative and make closures more fast track.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
